OBJECTID,Accident_ID,Date,Time,Street1,Distance,Measurement,Direction,Street2,StatePlaneX,StatePlaneY,Location 1
685,2.01502E+11,2/5/2015,1100,LEIGH ST,500,Feet,W,BROOK ROAD,11789264,3725858,"(37.550909, -77.443235)"
177,2.01008E+11,8/2/2010,1818,BURNS ST,None,None,None,DILL AVE,11797795,3733252,"(37.570948, -77.413516)"
703,2.01504E+11,4/22/2015,1539,6TH ST,10,Feet,None,GRACE ST,11791001,3722465,"(37.541537, -77.437375)"
671,2.01412E+11,12/16/2014,1900,COLONIAL AVE,None,None,None,CARY ST,11779301,3726165,"(37.552053, -77.477589)"
511,2.01307E+11,7/3/2013,1437,LEIGH ST,None,None,None,11TH ST,11793349,3722926,"(37.54273, -77.42926)"
482,2.01302E+11,2/26/2013,1933,ELLWOOD AVE,None,None,None,NANSEMOND ST,11776865,3727702,"(37.556346, -77.485935)"
589,2.01403E+11,3/31/2014,1613,BELVIDERE ST,None,None,None,BROAD ST,11788092,3725095,"(37.548849, -77.447307)"
99,2.00911E+11,11/23/2009,1915,441 BELT BLVD,None,None,None,None,11780443,3708963,"(37.504778, -77.474295)"
461,2.01212E+11,12/6/2012,1917,MAURY ST,40,Feet,None,34TH ST,11783770,3708351,"(37.502998, -77.462849)"
367,2.01202E+11,2/3/2012,1715,BELVIDERE ST,None,None,None,BROAD ST,11788092,3725095,"(37.548849, -77.447307)"
555,2.01312E+11,12/7/2013,607,WALCOTT PL,67,Feet,S,CREIGHTON ROAD,11802446,3724098,"(37.545661, -77.397838)"
692,2.01502E+11,2/28/2015,220,MAIN ST,None,None,None,10TH ST,11791587,3721067,"(37.53768, -77.435409)"
560,2.01401E+11,1/3/2014,1630,HULL ST,None,None,None,7TH ST,11790285,3715881,"(37.523478, -77.4401)"
97,2.00911E+11,11/20/2009,2245,17TH ST,None,None,None,FRANKLIN ST,11793838,3719866,"(37.534312, -77.427693)"
432,2.01208E+11,8/28/2012,2042,WALMSLEY BLVD,20,Feet,W,DORSET ROAD,11779181,3696454,"(37.470463, -77.479111)"
689,2.01502E+11,2/15/2015,1445,MAIN ST,None,None,None,BELVIDERE ST,11787621,3723968,"(37.545769, -77.448975)"
155,2.01005E+11,5/22/2010,917,MARSHALL ST,None,None,None,HARRISON ST,11786860,3726482,"(37.552696, -77.451503)"
207,2.0101E+11,10/20/2010,1817,HARRISON ST,None,None,None,BROAD ST,11786628,3726167,"(37.551838, -77.452316)"
23,2.00904E+11,4/16/2009,1255,10TH ST,None,None,None,CLAY ST,11792748,3722653,"(37.541999, -77.431343)"
334,2.01111E+11,11/12/2011,914,BOULEVARD,50,Feet,N,BROAD ST,11781398,3730002,"(37.562528, -77.470211)"
478,2.01302E+11,2/14/2013,754,4000 OLD BROOK ROAD,None,None,None,None,11788090,3739940,"(37.589617, -77.446743)"
554,2.01312E+11,12/7/2013,309,LAUREL ST,None,None,None,CARY ST,11786865,3723495,"(37.544493, -77.4516)"
529,2.01309E+11,9/7/2013,1,ASHLEY ST,10,Feet,N,None,0,0,"(21.84882, -111.898764)"
446,2.0121E+11,10/15/2012,1534,MONUMENT AVE,None,None,None,ALLEN AVE,11784363,3726869,"(37.553834, -77.460102)"
366,2.01202E+11,2/1/2012,1756,B1100 ST JOHN ST,None,None,None,None,11791293,3726689,"(37.553128, -77.436204)"
495,2.01305E+11,5/3/2013,1450,12TH ST,None,None,None,CLAY ST,11793242,3722284,"(37.54097, -77.429654)"
72,2.00909E+11,9/29/2009,1512,MARSHALL ST,None,None,None,11TH ST,11792769,3722138,"(37.540584, -77.431291)"
186,2.01008E+11,8/24/2010,1656,33RD ST,94,Feet,S,R ST,11800678,3720207,"(37.535032, -77.404092)"
268,2.01105E+11,5/18/2011,1620,BROAD ST,None,None,None,7TH ST,11791498,3722591,"(37.541868, -77.435657)"
272,2.01106E+11,6/3/2011,1900,WALTON AVE,100,Feet,E,CHAMBERLAYNE AVE,11788107,3737002,"(37.581548, -77.446797)"
609,2.01406E+11,6/10/2014,303,LAMB AVE,218,Feet,S,FELLS ST,0,0,"(21.84882, -111.898764)"
227,2.01012E+11,12/12/2010,139,CARY ST,142,Feet,W,12TH ST,11791816,3720410,"(37.535868, -77.434645)"
710,21409130078,9/13/2014,2330,CARY ST,None,None,None,15TH ST,11792831,3719649,"(37.533747, -77.431174)"
364,2.01201E+11,1/26/2012,1624,WESTOVER HILLS BLVD,None,None,None,BASSETT AVE,11776183,3712716,"(37.515211, -77.488841)"
581,2.01403E+11,3/2/2014,1721,FOREST HILL AVE,10,Feet,E,JOE BROOKS BLVD,11765344,3720794,"(37.537708, -77.525923)"
576,2.01402E+11,2/25/2014,1539,LABURNUM AVE,None,None,None,NORTH AVE,11790297,3738201,"(37.584773, -77.439194)"
356,2.01201E+11,1/12/2012,940,WESTOVER HILLS BLVD,1000,Feet,S,BASSETT AVE,11776183,3712716,"(37.515211, -77.488841)"
29,2.00905E+11,5/5/2009,1345,FRANKLIN ST,None,None,None,MONROE ST,11788180,3724058,"(37.545999, -77.447043)"
218,2.01011E+11,11/23/2010,1130,BAKER ST,15,Feet,E,ST JOHN ST,11790781,3725964,"(37.551153, -77.437998)"
193,2.01009E+11,9/4/2010,2211,HULL STREET ROAD,1,Miles,N,WARWICK ROAD,11776430,3704516,"(37.492684, -77.488292)"
533,2.0131E+11,10/2/2013,1730,LEIGH ST,60,Feet,E,BOWE ST,11786499,3727873,"(37.556527, -77.452695)"
655,2.0141E+11,10/24/2014,2009,HULL ST,None,None,None,30TH ST,11784214,3710922,"(37.510045, -77.461221)"
180,2.01008E+11,8/14/2010,2200,HULL STREET ROAD,150,Feet,E,ELKHARDT ROAD,11770002,3699847,"(37.480049, -77.510616)"
673,2.01412E+11,12/30/2014,1730,E GERMAN SCHOOL ROAD,100,Feet,None,None,11771908,3708130,"(37.502742, -77.503747)"
147,2.01004E+11,4/16/2010,1630,BELLEVUE AVE,40,Feet,W,BROOK ROAD,11786440,3740435,"(37.591026, -77.452418)"
556,2.01312E+11,12/22/2013,1625,MAURY ST,None,None,None,COMMERCE ROAD,11791008,3714457,"(37.519545, -77.437662)"
469,2.01301E+11,1/2/2013,1730,1500 WILLIAMSBURG ROAD,None,None,None,None,11802670,3712787,"(37.514592, -77.397521)"
551,2.01312E+11,12/6/2013,847,DORSET ROAD,None,None,None,PETTUS ROAD,11779570,3698515,"(37.476111, -77.477694)"
668,2.01412E+11,12/11/2014,1028,OVERBROOK ROAD,200,Feet,W,NORTH AVE,11792126,3731008,"(37.564963, -77.433163)"
59,2.00908E+11,8/15/2009,116,BROAD ROCK BLVD,None,None,None,OLD WARWICK ROAD,11779131,3700707,"(37.482144, -77.479125)"
698,2.01503E+11,3/27/2015,1550,HARRISON ST,None,None,None,BROAD ST,11786628,3726167,"(37.551838, -77.452316)"
405,2.01205E+11,5/20/2012,1340,JACKSON ST,None,None,None,1ST ST,11790923,3725111,"(37.548806, -77.437542)"
253,2.01103E+11,3/23/2011,753,GRACE ST,None,None,None,4TH ST,11790479,3722854,"(37.542621, -77.439161)"
101,2.00911E+11,11/29/2009,23,MIDLOTHIAN TPKE,195,Feet,W,ARCADIA ST,11767173,3707931,"(37.502331, -77.520076)"
124,2.01002E+11,2/12/2010,1636,MIDLOTHIAN TPKE,0,Miles,E,CARNATION ST,11767966,3708122,"(37.502833, -77.517335)"
191,2.01009E+11,9/3/2010,2140,MAPLEWOOD AVE,None,None,None,ROWLAND ST,11781568,3723503,"(37.544675, -77.469869)"
695,2.01503E+11,3/3/2015,1845,FRANKLIN ST,None,None,None,LAUREL ST,11787124,3724834,"(37.548162, -77.450656)"
89,2.00911E+11,11/9/2009,1630,DELMONT ST,20,Feet,N,E LADIES MILE ROAD,11793531,3737009,"(37.581399, -77.42808)"
329,2.01111E+11,11/7/2011,1540,HULL ST,10,Feet,W,30TH ST,11784214,3710922,"(37.510045, -77.461221)"
672,2.01412E+11,12/17/2014,1230,ROBINSON ST,None,None,None,HANOVER AVE,11781084,3727336,"(37.555216, -77.471395)"
447,2.0121E+11,10/23/2012,1500,BOWE ST,None,None,None,BROAD ST,11785729,3726825,"(37.553672, -77.455391)"
239,2.01102E+11,2/2/2011,2315,BOULEVARD,50,Feet,S,BROAD ST,11781398,3730002,"(37.562528, -77.470211)"
254,2.01103E+11,3/25/2011,1544,34TH ST,247,Feet,N,MOODY AVE,11781650,3711625,"(37.512053, -77.470034)"
126,2.01002E+11,2/20/2010,2333,BROAD ROCK BLVD,None,None,None,WARWICK ROAD,11779308,3701051,"(37.483084, -77.478502)"
633,2.01408E+11,8/29/2014,1604,CALHOUN ST,50,Feet,E,ST PETER ST,11790765,3726934,"(37.553817, -77.438016)"
407,2.01205E+11,5/21/2012,1500,SHAFER ST,None,None,None,BROAD ST,11787110,3725814,"(37.550854, -77.450667)"
33,2.00905E+11,5/9/2009,2055,GERMAN SCHOOL ROAD,300,Feet,S,WESTOVER VILLAGE DR,11771369,3710731,"(37.5099, -77.50551)"
350,2.01112E+11,12/25/2011,2101,MAIN ST,None,None,None,STAFFORD AVE,11781276,3725792,"(37.55097, -77.470791)"
119,2.01001E+11,1/26/2010,1701,2200 RUFFIN ROAD,None,None,None,None,11790788,3699878,"(37.479514, -77.438986)"
47,2.00907E+11,7/13/2009,1330,CHAMBERLAYNE AVE,0,Miles,S,AZALEA AVE,11787025,3744395,"(37.601883, -77.450247)"
200,2.01009E+11,9/29/2010,1746,COMMERCE ROAD,None,None,None,MAURY ST,11791008,3714457,"(37.519545, -77.437662)"
152,2.01005E+11,5/1/2010,1836,CARY ST,None,None,None,BELVIDERE ST,11787616,3723482,"(37.544434, -77.449011)"
693,2.01503E+11,3/2/2015,1130,MARSHALL ST,None,None,None,10TH ST,11792514,3722325,"(37.541106, -77.432163)"
40,2.00906E+11,6/8/2009,1540,NORTH AVE,55,Feet,N,WESTWOOD AVE,11792077,3736185,"(37.579182, -77.43313)"
617,2.01407E+11,7/25/2014,1100,5TH ST,50,Feet,S,CARY ST,11790041,3721712,"(37.539499, -77.440716)"
243,2.01102E+11,2/19/2011,1056,BELVIDERE ST,None,None,None,CUMBERLAND ST,11787613,3722997,"(37.543102, -77.44904)"
682,2.01501E+11,1/25/2015,255,CLARKSON ROAD,100,Feet,E,WARWICK ROAD,11778069,3703201,"(37.489025, -77.482692)"
358,2.01201E+11,1/14/2012,1600,BROAD ST,20,Feet,W,3RD ST,11790450,3723364,"(37.544023, -77.439241)"
413,2.01206E+11,6/2/2012,1900,2924 NORTH AVE,None,None,None,None,11792180,3733187,"(37.570945, -77.432891)"
205,2.0101E+11,10/9/2010,1014,704 E BROOKLAND PARK BLVD,None,None,None,None,11794900,3733161,"(37.570789, -77.423508)"
412,2.01205E+11,5/28/2012,2017,22ND ST,30,Feet,W,HALIFAX AVE,11789363,3709700,"(37.506532, -77.443517)"
106,2.00912E+11,12/10/2009,1540,FOREST HILL AVE,None,None,None,HATHAWAY ROAD,11767065,3720955,"(37.538101, -77.519982)"
585,2.01403E+11,3/16/2014,2104,BROAD ROCK BLVD,200,Feet,W,WALMSLEY BLVD,11778057,3696324,"(37.470139, -77.482989)"
706,2.01506E+11,6/13/2015,745,WARWICK VILLAGE DR,None,None,None,WARWICK ROAD,11772923,3706037,"(37.496964, -77.500324)"
709,2.01506E+11,6/28/2015,1457,CAULDER CT,300,Feet,W,HOLLY SPRING AVE,11784181,3708617,"(37.503716, -77.461422)"
294,2.01108E+11,8/26/2011,2352,CARY ST,2,Feet,E,12TH ST,11791816,3720410,"(37.535868, -77.434645)"
299,2.01109E+11,9/8/2011,708,BROOK ROAD,150,Feet,S,BROOKLAND PARK BLVD,11787426,3733654,"(37.572374, -77.449276)"
580,2.01403E+11,3/2/2014,1720,WICKHAM ST,50,Feet,E,SEMINARY AVE,11788664,3730532,"(37.563763, -77.445125)"
465,2.01212E+11,12/26/2012,1105,CHESTNUT ST,None,None,None,4TH AVE,11794826,3728782,"(37.558766, -77.423935)"
644,2.01409E+11,9/30/2014,1630,FRANKLIN ST,None,None,None,18TH ST,11794096,3719673,"(37.533773, -77.426811)"
365,2.01201E+11,1/30/2012,2300,FOREST HILL AVE,None,None,None,TAYLOR AVE,11778331,3714356,"(37.519651, -77.481374)"
437,2.01209E+11,9/19/2012,2056,CHAMBERLAYNE AVE,None,None,None,LABURNUM AVE,11787948,3738093,"(37.584549, -77.447304)"
96,2.00911E+11,11/16/2009,2320,JEFFERSON DAVIS HWY,None,None,None,SUMMER HILL AVE,11789183,3700398,"(37.480992, -77.444496)"
328,2.01111E+11,11/1/2011,1617,STUART CIR,None,None,None,MONUMENT AVE,11785044,3726368,"(37.552438, -77.457772)"
286,2.01108E+11,8/2/2011,1055,BROAD ST,None,None,None,MEADOW ST,11784210,3727939,"(37.556777, -77.460589)"
445,2.0121E+11,10/15/2012,908,COMMERCE ROAD,None,None,None,EVERETT ST,11790780,3714764,"(37.520395, -77.438436)"
213,2.01011E+11,11/4/2010,808,W LABURNUM AVE,None,None,None,None,11790764,3738331,"(37.585116, -77.437577)"
229,2.01012E+11,12/18/2010,1440,PATTERSON AVE,None,None,None,CHANTECLER AVE,11765711,3738359,"(37.585935, -77.524031)"
74,2.0091E+11,10/3/2009,1,CARY ST,None,None,None,14TH ST,11792463,3719921,"(37.534505, -77.432432)"
189,2.01009E+11,9/3/2010,1238,MAIN ST,None,None,None,25TH ST,11795717,3717966,"(37.529035, -77.421288)"
127,2.01002E+11,2/24/2010,1135,2ND ST,70,Feet,N,BROAD ST,11790184,3723559,"(37.544567, -77.440151)"
38,2.00906E+11,6/1/2009,1545,COWARDIN AVE,5,Feet,N,HULL ST,11787840,3713889,"(37.518083, -77.448607)"
174,2.01007E+11,7/19/2010,808,CARY ST,None,None,None,BELVIDERE ST,11787616,3723482,"(37.544434, -77.449011)"
597,2.01404E+11,4/30/2014,829,OAKWOOD AVE,15,Feet,N,CANEPA ST,11802018,3719865,"(37.53405, -77.399484)"
578,2.01402E+11,2/27/2014,1704,BROAD ST,75,Feet,W,MULBERRY ST,11782004,3729557,"(37.561287, -77.468137)"
307,2.01109E+11,9/26/2011,1750,MIDLOTHIAN TPKE,25,Feet,W,WYTHEMAR ST,11779211,3710719,"(37.509637, -77.478476)"
532,2.0131E+11,10/2/2013,1312,2401 SHEILA LANE,None,None,None,None,11763615,3718856,"(37.532435, -77.531954)"
34,2.00905E+11,5/15/2009,1732,MAIN ST,None,None,None,STRAWBERRY ST,11781635,3725636,"(37.55053, -77.469558)"
198,2.01009E+11,9/28/2010,1610,BELLS ROAD,250,Feet,E,JEFFERSON DAVIS HWY,11789446,3697490,"(37.472998, -77.443702)"
614,2.01407E+11,7/18/2014,1930,CREIGHTON ROAD,100,Feet,E,KANE ST,11802589,3724256,"(37.546091, -77.397338)"
219,2.01011E+11,11/29/2010,830,FRANKLIN ST,None,None,None,7TH ST,11791033,3721958,"(37.540144, -77.437285)"
335,2.01111E+11,11/15/2011,1900,CARY ST,None,None,None,14TH ST,11792463,3719921,"(37.534505, -77.432432)"
657,2.0141E+11,10/29/2014,745,10TH ST,None,None,None,CLAY ST,11792748,3722653,"(37.541999, -77.431343)"
332,2.01111E+11,11/10/2011,1900,BROAD ROCK ROAD,35,Feet,S,HULL ST,11783582,3710397,"(37.508622, -77.46342)"
616,2.01407E+11,7/20/2014,550,GRACE ST,200,Feet,E,ALLISON ST,11783452,3728032,"(37.557056, -77.4632)"
382,2.01203E+11,3/9/2012,331,BOULEVARD,5,Feet,N,FLOYD AVE,11780046,3726814,"(37.553813, -77.474995)"
322,2.0111E+11,10/23/2011,100,12TH ST,20,Feet,S,CARY ST,11791816,3720410,"(37.535868, -77.434645)"
664,2.01411E+11,11/10/2014,1811,BOWE ST,None,None,None,CLAY ST,11786194,3727455,"(37.555388, -77.453763)"
528,2.01309E+11,9/6/2013,1420,RICHMOND ST,None,None,None,GAY ST,11796619,3724628,"(37.547302, -77.417914)"
492,2.01304E+11,4/11/2013,1,BROAD ST,100,Feet,E,3RD ST,11790450,3723364,"(37.544023, -77.439241)"
373,2.01202E+11,2/15/2012,1700,10TH ST,None,None,None,CLAY ST,11792748,3722653,"(37.541999, -77.431343)"
217,2.01011E+11,11/21/2010,1733,2700 BAINBRIDGE ST,None,None,None,None,11784732,3712804,"(37.515198, -77.459364)"
158,2.01005E+11,5/26/2010,1630,BROOKLAND PARK BLVD,None,None,None,FENDALL AVE,11791196,3733432,"(37.571649, -77.436277)"
587,2.01403E+11,3/29/2014,217,BROAD ST,None,None,None,18TH ST,11794571,3720309,"(37.535505, -77.425148)"
1,2.00901E+11,1/12/2009,1530,BOULEVARD,5,Feet,N,CARY ST,11779699,3725994,"(37.551571, -77.476222)"
56,2.00907E+11,7/30/2009,930,9TH ST,None,None,None,LEIGH ST,11792775,3723238,"(37.543605, -77.431227)"
258,2.01104E+11,4/6/2011,1756,KANE ST,None,None,None,FAIRFIELD AVE,11802119,3725125,"(37.548492, -77.398924)"
62,2.00909E+11,9/3/2009,1422,OVERLOOK ST,500,Feet,S,CHESTERMAN AVE,11789959,3707984,"(37.501801, -77.441529)"
115,2.01001E+11,1/8/2010,1830,BROOKLAND PARK BLVD,None,None,None,2ND AVE,11796458,3732859,"(37.569911, -77.418144)"
100,2.00911E+11,11/28/2009,1800,MECHANICSVILLE TPKE,None,None,None,FORD AVE,11797717,3725441,"(37.5495, -77.414095)"
79,2.0091E+11,10/18/2009,1100,REDD ST,None,None,None,MECHANICSVILLE TPKE,11796998,3723912,"(37.545324, -77.416636)"
659,2.0141E+11,10/31/2014,1835,JEFFERSON DAVIS HWY,200,Feet,N,TERMINAL AVE,11789120,3701082,"(37.482872, -77.444687)"
476,2.01302E+11,2/9/2013,840,SHEILA LANE,50,Feet,S,FOREST HILL AVE,11763282,3720479,"(37.536901, -77.533045)"
489,2.01304E+11,4/4/2013,2240,BUNCHE PL,150,Feet,N,NINE MILE ROAD,11802795,3723240,"(37.543294, -77.396669)"
19,2.00904E+11,4/7/2009,1726,THOMPSON ST,None,None,None,FLOYD AVE,11776360,3728409,"(37.558302, -77.48765)"
315,2.0111E+11,10/10/2011,1000,STAFFORD AVE,100,Feet,N,CARY ST,11781101,3725384,"(37.549854, -77.471409)"
4,2.00901E+11,1/16/2009,2159,WALMSLEY BLVD,28,Feet,S,WOODMERE DR,11779551,3696562,"(37.470748, -77.477832)"
359,2.01201E+11,1/17/2012,1113,FRANKLIN ST,10,Feet,E,8TH ST,11791294,3721767,"(37.539611, -77.436392)"
496,2.01305E+11,5/3/2013,1905,NORTHSIDE AVE,None,Feet,None,NAPOLEON ST,11795090,3734300,"(37.573911, -77.422807)"
259,2.01104E+11,4/7/2011,1947,COLUMBIA ST,20,Feet,N,ATWELL DR,11789195,3703435,"(37.489332, -77.444338)"
244,2.01102E+11,2/26/2011,1346,NORTH AVE,7,Feet,N,BROOKLAND PARK BLVD,11792224,3733380,"(37.571474, -77.432732)"
321,2.0111E+11,10/19/2011,1010,11 S 12TH ST,None,None,None,None,11791940,3720502,"(37.536117, -77.434213)"
647,2.0141E+11,10/4/2014,1715,NORTH AVE,300,Feet,S,ALMA AVE,11791226,3737525,"(37.582888, -77.436014)"
568,2.01402E+11,2/11/2014,1413,FRANKLIN ST,30,Feet,E,7TH ST,11791033,3721958,"(37.540144, -77.437285)"
705,2.01506E+11,6/9/2015,1251,NORTHSIDE AVE,500,Feet,E,NAPOLEON ST,11795090,3734300,"(37.573911, -77.422807)"
142,2.01004E+11,4/3/2010,2305,SEMMES AVE,None,None,None,33RD ST,11782230,3713255,"(37.516512, -77.467973)"
201,2.01009E+11,9/30/2010,1914,4500 MIDLOTHIAN TPKE,None,None,None,None,11778100,3710546,"(37.509195, -77.482312)"
396,2.01204E+11,4/28/2012,125,CARY ST,74,Feet,E,BRUNSWICK ST,11785051,3723664,"(37.545012, -77.457851)"
547,2.01311E+11,11/8/2013,1715,28TH,150,Feet,E,GORDON,0,0,"(21.84882, -111.898764)"
35,2.00905E+11,5/15/2009,1742,29TH ST,25,Feet,E,PURCELL ST,11801740,3723848,"(37.544997, -77.400283)"
283,2.01107E+11,7/28/2011,1450,STOCKTON ST,None,None,None,7TH ST,11790784,3715265,"(37.521771, -77.438403)"
104,2.00912E+11,12/1/2009,1419,8TH ST,15,Feet,S,MAIN ST,11791062,3721451,"(37.538751, -77.437204)"
434,2.01209E+11,9/8/2012,1400,LABURNUM AVE,None,None,None,MONTROSE AVE,11789864,3738181,"(37.584731, -77.440689)"
377,2.01202E+11,2/20/2012,2005,KIMROD ROAD,None,None,None,HEYWOOD ROAD,11773684,3701378,"(37.484147, -77.497872)"
146,2.01004E+11,4/15/2010,1,8TH ST,0,None,S,LEIGH ST,11792521,3723427,"(37.544132, -77.432096)"
559,2.01401E+11,1/3/2014,1545,TERMINAL PL,None,None,None,BROAD ST,11781891,3729640,"(37.561519, -77.468524)"
303,2.01109E+11,9/22/2011,910,BOULEVARD,None,None,None,PARK AVE,11780925,3728885,"(37.559474, -77.471885)"
116,2.01001E+11,1/12/2010,2010,CHAMBERLAYNE AVE,None,None,None,WESTWOOD AVE,11788289,3735761,"(37.578134, -77.446217)"
17,2.00903E+11,3/27/2009,2343,9TH ST,None,None,None,CARY ST,11791092,3720946,"(37.537363, -77.437121)"
632,2.01408E+11,8/28/2014,1250,BROAD ST,75,Feet,W,FOUSHEE ST,11789662,3723941,"(37.545632, -77.441936)"
601,2.01405E+11,5/8/2014,1200,BROAD ST,28,Feet,E,BOWE ST,11785729,3726825,"(37.553672, -77.455391)"
261,2.01104E+11,4/11/2011,1145,2911 JEFFERSON DAVIS HWY,400,Feet,E,JEFFERSON DAVIS HWY,11789172,3701378,"(37.483684, -77.444497)"
621,2.01407E+11,7/31/2014,1333,13TH ST,None,None,None,MAIN ST,11792285,3720555,"(37.536252, -77.433022)"
172,2.01007E+11,7/11/2010,231,CARY ST,10,Feet,W,20TH ST,11794158,3718650,"(37.530962, -77.426637)"
526,2.01309E+11,9/2/2013,1211,CARY ST,200,Feet,E,ROWLAND ST,11782178,3724916,"(37.548537, -77.467712)"
688,2.01502E+11,2/14/2015,2015,FAIRFIELD AVE,None,None,None,23RD ST,11799983,3724932,"(37.54803, -77.4063)"
54,2.00907E+11,7/24/2009,830,BROAD ST,None,None,None,COLLEGE ST,11793215,3721328,"(37.538346, -77.429784)"
53,2.00907E+11,7/23/2009,2140,3206 CHAMBERLAYNE AVE,None,None,None,None,11788272,3735097,"(37.576311, -77.446301)"
663,2.01411E+11,11/8/2014,2205,HARRISON ST,10,Feet,S,GRACE ST,11786398,3725853,"(37.550982, -77.453121)"
409,2.01205E+11,5/23/2012,2000,B100 W HILL ST,None,None,None,None,11791398,3727098,"(37.554248, -77.435826)"
531,2.0131E+11,10/2/2013,1200,18TH ST,None,None,None,BROAD ST,11794571,3720309,"(37.535505, -77.425148)"
615,2.01407E+11,7/19/2014,2147,14TH ST,None,None,None,CANAL ST,11792434,3719788,"(37.534141, -77.432538)"
175,2.01007E+11,7/19/2010,1845,GROVE AVE,None,None,None,WISTERIA AVE,11771498,3731787,"(37.567721, -77.5043)"
266,2.01105E+11,5/2/2011,1215,BROAD ST,80,Feet,W,1ST ST,11789923,3723751,"(37.545102, -77.441044)"
363,2.01201E+11,1/23/2012,1850,7101 JAHNKE ROAD,None,None,None,None,11765486,3712323,"(37.514441, -77.525735)"
290,2.01108E+11,8/16/2011,750,RMA DOWNTOWN EXPRESSWAY WEST,250,Feet,E,PARKWOOD AVE,0,0,"(21.84882, -111.898764)"
316,2.0111E+11,10/11/2011,1525,CARY ST,None,None,None,HARRISON ST,11785635,3723494,"(37.544527, -77.455843)"
133,2.01003E+11,3/13/2010,112,MONUMENT AVE,150,Feet,W,STUART CIR,11785044,3726368,"(37.552438, -77.457772)"
384,2.01203E+11,3/9/2012,1620,MIDLOTHIAN TPKE,300,Feet,None,BEAUFONT HILLS DR,11750000,3710000,"(37.508488, -77.579203)"
156,2.01005E+11,5/24/2010,2038,1809 EVERETT ST,None,None,None,None,11788279,3712849,"(37.515213, -77.447133)"
612,2.01407E+11,7/1/2014,2008,AMBROSE ST,100,Feet,W,DEFORREST ST,11797500,3727576,"(37.55537, -77.414759)"
51,2.00907E+11,7/19/2009,1054,3RD AVE,None,None,None,BROOKLAND PARK BLVD,11796722,3732614,"(37.56923, -77.417243)"
214,2.01011E+11,11/5/2010,1500,9TH ST,60,Feet,W,BROAD ST,11792028,3722201,"(37.54078, -77.433844)"
475,2.01302E+11,2/9/2013,218,HULL ST,180,Feet,W,PLAYN ST,11783980,3710726,"(37.509514, -77.462035)"
399,2.01205E+11,5/8/2012,1102,9TH ST,None,None,None,LEIGH ST,11792775,3723238,"(37.543605, -77.431227)"
93,2.00911E+11,11/12/2009,1450,MAIN ST,8,Feet,S,HARRISON ST,11785791,3723981,"(37.54586, -77.455286)"
462,2.01212E+11,12/12/2012,1035,BROOKLAND PARK BLVD,200,Feet,E,3000 3RD AVE,11796722,3732614,"(37.56923, -77.417243)"
110,2.00912E+11,12/19/2009,940,IRON BRIDGE ROAD,None,None,None,KENMARE LOOP,11776995,3692797,"(37.460484, -77.486779)"
428,2.01208E+11,8/12/2012,240,B1300 E CARY ST,None,None,None,None,11792195,3720140,"(37.535115, -77.433348)"
264,2.01104E+11,4/19/2011,15,BROAD ROCK BLVD,None,None,None,WARWICK ROAD,11779308,3701051,"(37.483084, -77.478502)"
541,2.0131E+11,10/16/2013,1748,Q ST,None,Feet,W,26TH ST,11798553,3721226,"(37.537898, -77.411379)"
582,2.01403E+11,3/5/2014,1610,W CHARITY ST,55,Feet,W,ST PETER ST,11790409,3726414,"(37.5524, -77.439264)"
128,2.01003E+11,3/3/2010,1850,WESTWOOD AVE,15,Feet,W,CHAMBERLAYNE AVE,11788289,3735761,"(37.578134, -77.446217)"
275,2.01107E+11,7/6/2011,1149,BROAD ST,None,None,None,4TH ST,11790710,3723171,"(37.543485, -77.438352)"
635,2.01409E+11,9/1/2014,1654,MAIN ST,70,Feet,W,21ST ST,11794655,3718760,"(37.531249, -77.424919)"
82,2.0091E+11,10/25/2009,1411,MIDLOTHIAN TPKE,None,None,None,WYTHEMAR ST,11779211,3710719,"(37.509637, -77.478476)"
643,2.01409E+11,9/25/2014,809,MECHANICSVILLE TPKE,360,Feet,N,FAIRFIELD AVE,11797619,3725237,"(37.548943, -77.414441)"
449,2.01211E+11,11/1/2012,720,1200 OAK ST,None,None,None,None,11789224,3727983,"(37.556745, -77.443291)"
590,2.01404E+11,4/4/2014,1700,27TH ST,None,None,None,SEMMES AVE,11784210,3714260,"(37.519212, -77.461108)"
61,2.00909E+11,9/2/2009,1820,BROAD ROCK BLVD,50,Feet,W,BRYCE LANE,11778985,3700282,"(37.480981, -77.479644)"
130,2.01003E+11,3/8/2010,1555,HULL ST,94,Feet,W,32ND ST,11783033,3709948,"(37.507406, -77.465329)"
81,2.0091E+11,10/23/2009,2206,REDD ST,5,Feet,E,COALTER ST,11796186,3724178,"(37.54608, -77.419426)"
500,2.01305E+11,5/12/2013,1327,CARY ST,100,Feet,W,12TH ST,11791816,3720410,"(37.535868, -77.434645)"
586,2.01403E+11,3/21/2014,1851,MCRAND ST,None,None,None,32ND ST,11782518,3710675,"(37.509418, -77.467077)"
196,2.01009E+11,9/26/2010,1,DOCK ST,50,Feet,W,17TH ST,11793279,3719116,"(37.532269, -77.42965)"
304,2.01109E+11,9/25/2011,1729,BRADY ST,20,Feet,E,COLUMBIA ST,11789175,3703834,"(37.490428, -77.444392)"
251,2.01103E+11,3/18/2011,2316,MAIN ST,70,Feet,E,LOMBARDY ST,11784149,3724541,"(37.547448, -77.460928)"
471,2.01301E+11,1/4/2013,1253,3RD ST,None,None,None,BROAD ST,11790450,3723364,"(37.544023, -77.439241)"
